date,X000001,X000166,X000686,X000712,X000728,X000750,X000776,X000783,X002142,X002500,X002673,X002736,X600000,X600015,X600016,X600030,X600036,X600061,X600109,X600369,X600837,X600958,X600999,X601009,X601099,X601166,X601169,X601198,X601211,X601288,X601318,X601328,X601336,X601377,X601398,X601555,X601601,X601628,X601688,X601788,X601818,X601901,X601939,X601988,X601998
2016/1/4,11.33,9.69,15.76,26.21,20.33,11.57,17.52,11.18,14.39,13.73,29.62,17.88,17.8,11.43,9.03,17.45,17.28,23.34,14.53,8.91,14.28,20.98,19.62,16.5,8.84,16.43,10.02,26.97,21.89,3.12,34.05,6.07,47,9.25,4.45,14.46,27.2,26.27,17.75,20.66,4.06,8.64,5.6,3.87,6.76
2016/1/5,11.4,9.67,15.55,25.64,19.74,11.44,17.76,11.26,14.58,13.67,29.76,18.02,17.96,11.49,9.12,17.65,17.23,23.4,14.52,9.2,14.33,20.59,19.64,16.59,8.74,16.66,10.08,26.9,21.78,3.16,34.5,6.16,48.06,9.15,4.47,14.24,27.68,26.85,17.57,20.88,4.08,8.62,5.58,3.86,6.76
2016/1/6,11.53,9.87,15.7,26.55,19.95,11.72,18.15,11.31,14.9,13.83,29.81,18.25,18.1,11.51,9.15,17.93,17.31,23.6,15.21,9.3,14.58,20.9,19.96,16.77,8.89,16.75,10.28,27.3,22.29,3.18,34.53,6.21,48.11,9.05,4.51,14.52,27.97,26.92,17.8,21.16,4.13,8.81,5.64,3.89,6.84
2016/1/7,10.94,9,14.13,23.9,17.97,10.55,16.51,10.28,13.86,12.45,26.94,16.59,17.51,10.73,8.6,16.34,16.67,21.26,13.71,8.42,13.23,18.86,18.09,15.65,8,16.33,9.86,24.57,20.32,3.11,33.77,5.94,43.57,9.32,4.43,13.07,25.58,25.03,16.04,19.06,3.96,7.94,5.49,3.79,6.39
2016/1/8,11.12,9.21,14.36,24.5,18.23,10.77,16.93,10.5,14.16,13.02,28.4,16.96,17.49,10.83,8.7,16.83,16.81,22.46,14.02,8.62,13.51,19.54,18.51,16.18,8.33,16.44,10.24,26.76,21.04,3.16,33.94,6.03,45.38,9.36,4.46,13.3,26.55,25.44,16.48,19.49,4.03,8.24,5.54,3.8,6.53
2016/1/11,10.76,8.63,12.94,22.05,16.47,9.93,15.6,9.83,13.38,11.73,25.56,15.58,17.05,10.34,8.46,15.68,16.04,20.44,12.62,7.9,12.54,18.23,16.79,15.41,7.53,15.8,10.12,25.6,19.6,3.09,32.03,5.8,42.15,8.42,4.32,11.97,25.41,23.64,15.1,17.54,3.86,7.52,5.3,3.65,6.5
2016/1/12,10.81,8.81,13.4,21.97,16.85,10.06,15.85,10.2,13.47,12,26.42,15.85,17.45,10.34,8.47,15.89,15.98,21.15,12.71,8.13,12.71,18.68,16.92,15.5,7.6,15.79,9.97,27.04,19.84,3.13,32.21,5.81,42.46,8.54,4.32,12.08,25.92,23.83,15.14,17.81,3.88,7.7,5.27,3.63,6.52
2016/1/13,10.71,8.7,13.35,21.16,16.9,9.82,15.7,10.18,13.24,12,27.29,16.02,17.39,10.07,8.45,15.89,15.87,21.5,12.55,8.02,12.59,18.5,16.65,15.23,7.35,15.7,9.95,26.94,19.67,3.12,31.99,5.75,41.25,8.32,4.3,12.17,25.72,23.33,15.02,17.63,3.83,7.63,5.2,3.58,6.27
2016/1/14,10.77,8.93,13.93,21.55,17.66,10.08,16.29,10.56,13.5,12.36,28.45,16.9,17.92,10.15,8.49,16.29,15.89,22.54,12.88,8.25,12.86,19.07,17.1,15.46,7.57,15.68,10,28.08,20.16,3.12,31.99,5.76,42.09,8.52,4.31,12.69,26.04,23.7,15.53,18.15,3.83,7.82,5.21,3.59,6.32
2016/1/15,10.46,8.71,13.52,19.67,17.5,9.62,15.8,10.3,13.2,12.64,27.41,16.24,17.58,9.83,8.47,15.55,15.48,21.65,12.2,8.32,12.6,18.26,16.49,15.69,6.7,15.43,9.96,26.97,19.31,3.07,31.2,5.56,39.29,8.16,4.23,12.27,25.59,23.25,14.96,17.22,3.7,7.48,5.09,3.48,6.03
2016/1/18,10.41,8.81,13.77,20.23,17.69,9.64,15.85,10.38,13.14,12.66,27.32,16.22,17.68,9.95,8.49,15.65,15.42,21.66,12.26,8.33,12.67,18.19,16.5,15.77,6.52,15.3,9.92,26.54,19.32,3.07,31.07,5.52,39.29,8.22,4.19,12.27,25.11,23.23,15.06,17.23,3.67,7.54,5.04,3.46,6.03
2016/1/19,10.71,9.1,14.42,20.09,18.38,9.99,16.46,10.85,13.46,13.06,29.19,16.83,17.77,10.15,8.56,16.12,15.71,22.49,12.68,8.58,13.14,18.93,16.99,16.12,6.45,15.5,10.1,27.78,19.86,3.11,31.51,5.63,40.93,8.47,4.25,12.67,25.26,23.89,15.7,17.95,3.74,7.83,5.15,3.53,6.19
2016/1/20,10.54,8.96,14.44,19.97,18.52,9.96,16.17,11.06,13.25,12.69,28.55,16.84,17.25,9.95,8.58,15.82,15.52,22.86,12.52,8.58,12.97,18.71,16.73,15.72,6.39,15.14,9.89,27.06,19.64,3.11,30.53,5.55,39.76,8.31,4.22,12.47,24.19,23.02,15.54,18.4,3.69,7.7,5.09,3.47,6.08
2016/1/21,10.32,8.64,13.78,19.84,17.38,9.5,15.32,10.78,13.1,11.98,25.71,15.9,16.58,9.82,8.46,15.1,15.3,20.99,12.01,8.28,12.39,17.9,15.9,15.37,6.33,14.96,9.81,24.35,18.89,3.09,30.15,5.48,38.34,8.21,4.18,11.62,23.89,22.3,14.86,17.56,3.68,7.37,5.03,3.43,6.14
2016/1/22,10.4,8.74,14.37,19.72,17.66,9.63,15.49,10.97,13.05,12.11,25.13,16.15,17.02,9.93,8.5,15.28,15.28,21.04,12.31,8.48,12.6,18.17,16.2,15.36,6.27,15.02,9.89,24.43,19.04,3.11,30.22,5.52,39.14,8.39,4.22,11.8,23.92,22.25,15.11,18.09,3.71,7.46,5.05,3.45,6.12
2016/1/25,10.37,8.7,14.54,19.38,17.61,9.78,15.54,10.94,13.05,12.19,25.01,16.31,17.03,9.91,8.51,15.35,15.48,20.95,12.39,8.64,12.68,18.26,16.33,15.31,6.61,15.03,9.96,24.27,19.12,3.1,30.26,5.52,39.32,8.35,4.23,12.08,23.8,22.25,15.16,18.14,3.71,7.51,5.07,3.44,6.06
2016/1/26,9.87,8.03,13.5,19.27,15.85,8.8,14,10.03,12.16,10.97,24.02,14.69,16.66,9.4,8.36,13.93,14.86,18.86,11.15,8,11.49,16.43,14.96,14.46,5.97,14.45,9.57,22.37,17.21,2.95,29.23,5.23,36.62,7.52,4.08,10.89,22.54,20.76,13.67,16.33,3.52,6.77,4.87,3.24,5.68
2016/1/27,9.88,7.89,13.13,19.18,15.92,8.59,13.45,9.5,12.25,10.51,24.17,14.25,16.68,9.47,8.51,13.94,15,17.98,10.9,7.91,11.65,16.07,14.63,14.6,5.87,14.49,9.25,21.46,16.84,2.95,29.22,5.25,35.67,7.4,4.11,10.56,22.55,20.32,13.56,15.82,3.53,6.68,4.83,3.22,5.6
2016/1/28,9.69,7.75,12.78,19.09,15.98,8.21,13.06,9,11.73,9.91,23.16,13.84,16.58,9.27,8.53,13.7,14.72,17.69,10.64,7.79,11.42,16.53,14.17,14.17,5.72,14.26,8.96,21.23,16.54,2.91,29.3,5.22,35.15,7.31,4.05,10.15,22.48,19.85,13.25,15.23,3.46,6.41,4.75,3.16,5.44
2016/1/29,10,8.12,13.36,19.02,17.12,8.64,13.79,9.38,12.13,10.5,24.15,14.59,16.9,9.53,8.59,14.5,14.99,18.64,11.2,8.2,12.11,18.18,14.98,14.62,6.05,14.46,9.33,22.58,17.38,2.99,30.18,5.35,36.82,7.69,4.1,10.73,23.27,20.44,14.58,16.31,3.57,6.77,4.81,3.22,5.55
2016/2/1,9.8,7.92,12.96,18.84,16.68,8.75,13.5,9.07,11.92,10.18,22.87,14.53,16.5,9.31,8.5,14.23,14.72,17.92,11.11,8.12,12.14,18.72,14.6,14.37,5.87,14.3,9.32,21.42,17.06,2.94,29.53,5.2,35.9,7.46,4.03,10.57,22.97,19.81,14.11,16.44,3.48,6.65,4.7,3.17,5.46
2016/2/2,9.95,8.1,13.27,18.8,17.25,8.97,13.93,9.35,12.03,10.5,23.38,14.99,16.76,9.48,8.49,14.6,14.85,18.34,11.73,8.36,12.61,19.09,15.06,14.59,6.11,14.44,9.44,21.93,17.48,2.96,29.97,5.25,36.88,7.37,4.05,10.99,23.29,20.09,14.48,16.9,3.51,6.85,4.73,3.2,5.56
2016/2/3,9.85,8.07,13.18,18.77,17.17,8.92,13.81,9.3,11.92,10.5,22.71,14.86,16.61,9.42,8.44,14.47,14.67,18.2,11.59,8.47,12.51,18.51,14.9,14.49,6.14,14.27,9.43,21.58,17.38,2.92,29.64,5.17,36.3,7.77,4.01,10.9,22.78,19.74,14.28,16.72,3.49,6.82,4.68,3.17,5.49
2016/2/4,9.95,8.17,13.34,18.75,17.37,9.04,13.96,9.43,12.14,10.65,23.35,15.05,17.3,9.53,8.46,14.63,14.88,18.41,11.73,8.46,12.73,18.54,15.21,14.71,6.19,14.38,9.6,22.01,17.69,2.93,29.71,5.21,37.02,8.1,4.02,11.08,23.08,20,14.7,16.86,3.52,6.95,4.71,3.19,5.57
2016/2/5,9.92,8.02,12.7,18.72,16.4,8.67,13.57,9.15,12.03,10.24,22.38,14.55,18.38,9.5,8.43,14.18,14.86,17.75,11.39,8.07,12.36,17.82,14.59,14.57,6.06,14.42,9.55,21.13,17.16,2.92,29.66,5.2,36.73,7.8,4.01,10.63,22.93,19.89,14.2,16.07,3.5,6.77,4.69,3.18,5.52
2016/2/15,9.79,7.89,12.27,18.63,15.92,8.56,13.42,8.94,11.9,9.98,21.89,14.24,18.45,9.3,8.46,13.98,14.66,16.98,11.21,7.96,12.16,17.19,14.26,14.43,6,14.26,9.35,20.43,16.93,2.89,29.43,5.15,36.37,7.89,3.97,10.4,22.52,19.66,14.24,15.7,3.46,6.69,4.62,3.13,5.42
2016/2/16,10.01,8.19,12.8,18.63,16.58,8.98,14.19,9.3,12.36,10.5,23.43,14.81,16.28,9.57,8.58,14.83,14.94,18.16,11.77,8.31,12.62,18.12,14.96,14.86,6.24,14.55,9.5,22.47,17.59,2.94,30.12,5.28,37.83,8.25,4.05,11.01,23.22,20.4,14.86,16.5,3.55,7.02,4.73,3.23,5.61
2016/2/17,10.15,8.22,12.89,18.64,16.68,9.09,14.32,9.37,12.55,10.7,23.72,14.94,16.28,9.64,8.56,15.01,15.03,18.46,11.92,8.35,12.7,18.06,15.11,15.26,6.35,14.58,9.52,22.78,17.62,2.97,30.04,5.28,38.09,8.35,4.04,11.21,23.23,20.53,15.12,16.6,3.56,7.09,4.73,3.24,5.65
2016/2/18,10.09,8.19,12.83,18.64,16.63,9.06,14.24,9.41,12.48,10.63,23.2,14.91,16.28,9.59,8.59,14.95,14.9,18.1,12.33,8.28,12.68,17.94,15.1,15.23,6.45,14.52,9.5,22.38,17.57,2.97,29.91,5.27,37.76,8.25,4.06,11.2,23.49,20.27,15.31,16.61,3.57,7.06,4.72,3.23,5.63
2016/2/19,10.04,8.2,12.85,18.64,16.75,9.2,14.28,9.43,12.34,10.64,23.18,14.94,16.29,9.54,8.51,15.1,14.75,17.88,12.79,8.26,12.87,17.85,15.14,15.04,6.48,14.43,9.29,22.78,17.54,2.95,29.92,5.28,37.85,8.3,4.02,11.26,23.35,20.18,15.49,16.64,3.55,7.07,4.69,3.22,5.61
2016/2/22,10.29,8.44,13.25,21.64,17.63,9.51,14.75,9.73,13.07,11.1,24.41,15.45,16.3,9.82,8.6,15.58,15.01,18.6,12.98,8.5,13.23,19.64,15.84,15.55,6.73,14.74,9.47,23.95,18.3,3,30.97,5.39,40.11,8.49,4.08,11.66,24.19,22.2,15.93,17.4,3.62,7.3,4.78,3.29,5.8
2016/2/23,10.12,8.34,13.08,23.8,17.26,9.35,14.49,9.59,12.79,10.93,23.82,15.28,16.31,9.67,8.47,15.24,14.83,18.1,12.79,8.35,12.9,19.49,15.52,15.4,6.68,14.52,9.39,23.19,17.99,2.98,30.5,5.32,39.22,8.42,4.05,11.42,23.78,21.6,15.57,17.03,3.55,7.16,4.73,3.24,5.67
2016/2/24,10.15,8.39,13.23,23.05,17.42,9.59,14.6,9.64,12.81,11.04,23.99,15.35,16.31,9.7,8.5,15.42,14.81,18.81,12.87,8.37,12.97,19.51,15.73,15.45,6.68,14.57,9.48,23.33,18.12,2.98,30.41,5.32,39.28,8.43,4.05,11.54,23.85,22.13,15.58,17.5,3.56,7.24,4.73,3.24,5.7
2016/2/25,9.67,7.7,11.91,20.75,15.88,8.63,13.3,8.69,12.1,9.94,21.59,14.1,16.32,9.21,8.21,14.16,14.25,17.63,11.59,7.55,12.01,17.77,14.28,14.51,6.01,14.1,9.25,21.01,16.75,2.92,28.96,5.08,35.69,7.59,4.01,10.4,22.86,20.26,14.04,15.81,3.38,6.59,4.57,3.12,5.6
2016/2/26,9.79,7.8,11.93,20,15.93,8.69,13.38,8.72,12.16,10,20.74,14.2,16.33,9.33,8.31,14.39,14.45,16.85,11.81,7.58,12.27,18.27,14.55,14.68,6.06,14.24,9.39,20.77,16.9,2.96,29.1,5.16,35.72,7.66,4.02,10.4,23.39,20.55,14.29,15.91,3.43,6.67,4.62,3.15,5.58
2016/2/29,9.56,7.43,11.28,18,14.93,8.21,12.8,8.33,11.95,9.33,19.22,13.5,16.37,9.31,8.45,14.28,14.56,15.41,11.37,7.3,12.4,17.27,13.97,14.59,5.88,14.18,9.61,19.28,16.34,2.99,29.01,5.17,33.82,7.27,4.03,9.88,23.51,19.88,13.63,14.97,3.4,6.37,4.53,3.17,5.38
2016/3/1,9.7,7.7,11.61,18.17,15.42,8.49,13.33,8.61,12.18,9.7,20.26,14.01,16.38,9.39,8.43,15.33,14.65,15.86,11.84,7.53,12.84,18.64,14.4,14.8,6.07,14.18,9.65,20.16,16.91,2.99,29.26,5.18,34.86,7.51,4.03,10.2,23.8,20.67,14.14,15.5,3.42,6.6,4.57,3.2,5.41
2016/3/2,10.1,8.08,12.39,19.01,16.83,9.1,14.66,9.15,12.7,10.32,21.26,14.81,16.41,9.71,8.56,16.12,14.96,16.61,12.66,7.92,13.45,19.72,15.4,15.29,6.41,14.62,9.84,21.1,17.73,3.05,30.18,5.31,36.49,8.05,4.11,11.22,24.48,21.75,15.23,16.7,3.51,7,4.7,3.26,5.62
2016/3/3,10.11,8.02,12.26,18.82,16.75,9.1,14.53,9.05,12.93,10.25,20.81,14.64,16.43,9.79,8.7,15.92,15.15,16.33,12.54,7.87,13.28,19.41,15.62,15.63,6.4,14.74,9.95,20.85,17.63,3.08,30.38,5.33,36.77,8.08,4.13,11.68,24.58,22.1,15.2,16.52,3.55,7.02,4.71,3.28,5.65
2016/3/4,10.4,8.18,12.2,18.03,16.93,9.09,14.44,9.13,13.16,10.26,20.71,14.67,16.47,10.27,9.33,16,15.97,15.8,12.6,7.88,13.54,20,15.99,15.92,6.41,15.39,10.43,20.12,17.81,3.2,31.55,5.53,37.8,8.06,4.31,11.56,25.16,22.71,15.36,16.57,3.73,7.1,4.84,3.4,5.95
2016/3/7,10.34,8.31,12.56,18.41,17.07,9.28,14.55,9.23,13.3,10.48,21,14.87,16.59,10.11,9.17,15.98,15.78,16.2,12.67,7.95,13.46,20.08,16.21,16.06,6.48,15.12,10.22,20.69,18.02,3.18,31.05,5.5,37.75,8.1,4.29,11.66,24.59,22.36,15.25,16.77,3.7,7.17,4.81,3.39,5.89
2016/3/8,10.28,8.21,12.47,18.17,16.87,9.16,14.45,9.15,13.28,10.36,20.64,14.76,16.64,10.2,9.29,16.16,15.96,16.03,12.58,7.94,13.54,19.81,16.59,15.92,6.45,15.31,10.4,20.47,18,3.18,31.3,5.52,37.41,8.04,4.33,11.78,24.77,22.19,15.19,16.97,3.72,7.17,4.79,3.4,5.92
2016/3/9,10.17,7.96,12.16,18.12,16.35,8.9,14.09,9.03,13.16,10.14,20.6,14.38,16.69,10.28,9.34,16,16.05,15.63,12.38,7.93,13.5,19.37,16.53,15.68,6.37,15.37,10.57,20.52,17.77,3.21,31.38,5.53,36.46,7.9,4.41,11.47,25.08,22.01,15.08,16.46,3.73,7.1,4.77,3.43,5.89
2016/3/10,10.15,7.8,11.93,17.87,15.8,8.72,13.69,8.86,13.11,9.9,19.88,14.1,16.75,10.01,9.05,15.53,15.66,15.44,11.9,7.79,12.96,18.54,15.9,15.44,6.18,15.03,10.15,19.73,17.27,3.15,30.74,5.4,35.49,7.65,4.32,10.98,24.38,21.38,14.41,15.77,3.64,6.82,4.76,3.35,5.76
2016/3/11,10.16,7.84,12.02,17.97,15.85,8.84,13.83,8.9,13.16,10,20.13,14.2,16.97,10.11,9.12,15.95,15.76,15.5,12.07,7.86,13.19,18.92,16.2,15.58,6.23,15.17,10.24,20.68,17.44,3.19,31.04,5.49,35.72,7.69,4.34,11.1,24.63,21.65,14.61,16.05,3.68,6.9,4.76,3.4,5.79
2016/3/14,10.26,8.08,12.4,18.68,16.43,9.13,14.46,9.15,13.3,10.32,20.5,14.7,16.86,10.08,9.03,16.17,15.72,16.05,12.43,7.97,13.41,19.51,16.37,15.59,6.4,14.99,9.99,21.39,17.84,3.19,31.11,5.49,36.44,7.93,4.3,11.68,24.49,21.92,15,16.48,3.68,7.1,4.8,3.4,5.82
2016/3/15,10.32,8.02,12.21,18.31,16.28,9.05,14.33,9.1,13.2,10.18,20.06,14.51,17.02,10.14,9.17,16.01,15.86,15.74,12.34,7.9,13.36,19.22,16.23,15.82,6.35,15.37,10.33,20.98,17.68,3.19,31.36,5.63,36.86,7.86,4.26,11.67,24.77,23.31,15.44,16.3,3.68,7.08,4.81,3.38,5.93
2016/3/16,10.35,7.96,12.14,18.01,16.08,8.97,14.28,9.02,13.1,10,19.84,14.39,18.03,10.26,9.44,16.09,16.42,15.48,12.51,7.96,13.64,19.15,16.54,15.84,6.4,15.72,10.5,20.6,17.74,3.25,32.13,5.77,36.97,7.89,4.32,11.53,25.41,23.2,15.58,16.29,3.75,7.12,4.86,3.44,5.95
2016/3/17,10.42,8.15,12.55,18.62,16.9,9.2,14.82,9.24,13.11,10.37,20.58,14.85,17.7,10.25,9.2,16.62,16.23,15.96,12.96,8.1,13.92,19.86,16.93,15.64,6.52,15.43,10.27,21.95,18.2,3.21,32,5.72,37.63,8.11,4.29,12.02,25.09,23.12,15.68,16.91,3.74,7.27,4.87,3.43,6
2016/3/18,10.54,8.39,13.2,20.48,17.8,9.53,15.42,9.6,13.35,11.03,22.64,15.53,17.84,10.31,9.13,16.95,16.17,17.56,13.71,8.31,14.02,20.72,17.43,15.93,6.7,15.41,10.25,23.49,18.74,3.22,32.12,5.66,38.48,8.44,4.3,12.73,25.14,23.15,16.35,17.77,3.74,7.49,4.86,3.43,6
2016/3/21,10.8,9.23,14.52,22.53,19.58,10.48,16.96,10.56,13.83,12.13,24.9,17.08,18.06,10.35,9.2,18.65,16.22,19.32,15.08,9.14,15.38,22.79,19.17,16.31,7.37,15.53,10.32,25.84,20.61,3.21,32.83,5.65,40.88,9.28,4.31,14,26.04,23.97,17.98,19.55,3.75,8.24,4.9,3.43,6.09
2016/3/22,10.72,8.97,14.06,21.97,19,10.22,16.46,10.18,13.85,11.87,26.6,16.45,18.15,10.34,9.19,17.99,16.19,19.58,14.47,8.82,14.68,21.74,18.36,16.19,7.14,15.5,10.24,26.18,19.84,3.18,32.1,5.61,39.51,9.18,4.29,13.44,25.9,23.39,17.43,19.17,3.76,8.13,4.89,3.4,6.17
2016/3/23,10.7,9.14,14.28,23.27,19.35,10.8,16.9,10.39,13.71,12.4,29.26,16.77,18.13,10.26,9.16,18.35,16.18,20.5,14.61,8.84,14.74,21.76,18.45,16.13,7.18,15.49,10.21,27.87,19.98,3.18,32.26,5.59,40.18,9.2,4.3,13.67,26.19,23.77,17.52,19.4,3.74,8.2,4.88,3.39,6.11
2016/3/24,10.52,8.78,13.69,21.93,18.32,10.28,16.14,9.99,13.38,11.78,28.37,15.99,17.72,10.1,9.09,17.41,16.11,19.08,13.83,8.44,14.15,20.65,17.58,15.84,6.87,15.38,10.09,25.93,19.11,3.16,31.8,5.51,38.9,8.76,4.26,12.96,25.78,23.33,16.78,18.46,3.68,7.82,4.83,3.35,6
2016/3/25,10.59,8.87,13.93,21.85,18.8,10.99,16.33,10.11,13.49,11.86,27.28,16.22,17.74,10.14,9.09,17.49,16.13,19.19,14,8.58,14.37,20.8,17.83,15.82,6.98,15.47,10.08,25.78,19.36,3.16,32.06,5.51,39.9,8.83,4.28,13.22,26.29,23.83,16.99,18.67,3.7,7.9,4.84,3.36,5.98
2016/3/28,10.48,8.67,13.6,21.75,18.28,11.05,16.16,9.91,13.26,11.5,26.58,16.01,17.45,10.08,8.93,17.07,15.85,18.48,13.65,8.36,14,20.25,17.32,15.72,6.79,15.34,9.97,24.98,19.05,3.15,31.46,5.5,39.24,8.54,4.3,12.86,25.65,23.39,16.6,18.11,3.68,7.68,4.82,3.35,5.9
2016/3/29,10.43,8.62,13.68,21.34,17.99,10.68,16.01,9.91,13.12,11.44,26.41,15.81,17.45,9.99,8.94,17.13,15.79,18.61,14.07,8.3,13.87,19.96,17.12,15.73,6.73,15.3,10,25.23,18.85,3.15,31.25,5.46,39.42,8.56,4.25,12.84,25.51,23.37,16.5,18.04,3.67,7.68,4.81,3.34,5.9
2016/3/30,10.7,8.88,14.14,22.18,18.69,11.01,16.7,10.29,13.53,11.85,27.23,16.34,17.87,10.18,9.14,17.68,16.24,19.33,14.54,8.5,14.21,20.45,17.71,16.15,6.9,15.57,10.14,26.74,19.44,3.2,31.99,5.58,40.92,8.87,4.32,13.4,26.32,24.09,17.14,18.69,3.75,7.95,4.9,3.4,6.08
2016/3/31,10.64,8.89,14.15,21.94,18.52,11.68,16.72,10.28,13.47,11.86,27.02,16.42,17.93,10.16,9.11,17.8,16.09,19.15,14.43,8.51,14.29,20.31,17.89,16.1,6.9,15.53,10.08,26.99,19.71,3.2,31.81,5.57,40.57,8.79,4.29,13.41,26.23,23.86,17.11,19.1,3.75,7.92,4.85,3.4,6.07
2016/4/1,10.66,8.84,13.77,21.48,18.18,11.66,16.6,10.2,13.42,11.75,25.8,16.27,18.18,10.23,9.24,17.7,16.27,18.64,14.13,8.47,14.4,19.89,17.94,16.16,6.86,15.61,10.03,26.14,19.58,3.2,31.92,5.63,40.15,8.74,4.3,13.23,26.37,23.97,17.13,19.68,3.78,7.85,4.84,3.41,6.09
2016/4/5,10.7,8.98,13.99,22.1,18.77,12.18,16.94,10.35,13.6,12.07,27.11,16.58,18.17,10.26,9.22,17.93,16.34,18.94,14.43,8.61,14.54,20.24,18.34,16.26,7.03,15.66,10.03,27.19,19.8,3.21,32,5.65,40.6,8.88,4.32,13.52,26.43,24.04,17.43,19.97,3.79,8.03,4.85,3.43,6.11
2016/4/6,10.72,8.93,13.77,22.08,18.62,12.21,16.89,10.33,13.59,12.01,26.55,16.51,17.96,10.24,9.05,17.8,16.26,19.04,14.24,8.55,14.5,20,18.12,16.11,6.99,15.55,9.97,26.79,19.65,3.18,31.74,5.6,40.15,8.93,4.29,13.35,26.14,23.79,17.29,19.7,3.77,7.98,4.83,3.42,6.04
2016/4/7,10.59,8.78,13.17,21.27,18.09,11.69,16.47,10.1,13.33,11.7,26.35,16.17,17.69,10.16,8.99,17.33,16.1,18.31,13.88,8.35,14.25,19.28,17.62,15.88,6.85,15.44,9.88,25.84,19.19,3.16,31.37,5.53,39.28,8.68,4.26,13.02,25.98,23.32,16.83,19.08,3.73,7.79,4.78,3.38,5.96
2016/4/8,10.57,8.68,13.16,20.74,17.63,11.48,16.14,9.94,13.47,11.5,25.58,15.89,17.6,10.16,8.99,16.94,16.16,17.69,13.62,8.19,14.18,18.71,17.24,15.93,6.75,15.4,9.95,25.05,18.88,3.16,31.16,5.52,38.71,8.45,4.26,12.7,25.99,22.95,16.49,18.59,3.72,7.61,4.76,3.36,5.97
2016/4/11,10.72,8.89,13.12,21.33,18.33,12.23,16.64,10.2,13.5,11.83,24.48,16.36,17.67,10.25,9.01,17.39,16.31,18.57,14.1,8.43,14.46,19.26,17.79,16.04,6.97,15.61,10.01,26.3,19.52,3.17,31.51,5.56,39.4,8.76,4.29,13.17,26,23.23,17.08,19.11,3.75,7.87,4.8,3.39,6.03
2016/4/12,10.67,8.79,13.11,20.35,18.05,11.91,16.52,10.1,13.43,12.38,24.46,16.14,17.62,10.22,9.03,17.34,16.29,18.2,14.02,8.55,14.58,18.91,17.71,15.98,6.92,15.6,10.01,25.9,19.39,3.16,31.55,5.52,39.56,8.75,4.28,13.24,26,23.12,16.98,18.91,3.74,7.86,4.78,3.39,6
2016/4/13,10.81,8.99,13.09,20.33,18.51,11.99,17.22,10.31,13.62,13.37,24.45,16.58,17.74,10.3,9.11,17.85,16.48,19.22,14.38,8.67,14.91,19.49,18.25,16.11,7.08,15.66,10.06,26.78,19.94,3.19,31.91,5.57,40.21,9.02,4.32,13.61,26.25,23.46,17.59,19.56,3.78,8.03,4.82,3.42,6.12
2016/4/14,10.84,9,13.07,20.32,18.69,12.08,17.39,10.34,13.67,13.32,24.43,16.61,17.8,10.32,9.11,18,16.46,19.23,14.37,8.74,14.95,19.45,18.36,16.19,7.12,15.67,10.21,27.33,20,3.19,32.02,5.59,40.43,9.04,4.31,13.71,26.29,23.69,17.99,19.76,3.79,8.06,4.83,3.42,6.12
2016/4/15,10.88,8.92,13.23,20.3,18.5,11.85,17.22,10.25,13.91,13.2,24.41,16.48,17.89,10.36,9.21,17.9,16.93,18.94,14.28,8.65,15.03,19.4,18.12,16.39,7.06,15.84,10.25,26.98,19.85,3.18,31.99,5.59,40.34,8.95,4.3,13.55,26.48,23.52,18.09,19.58,3.78,8,4.83,3.42,6.14
2016/4/18,10.73,8.72,12.95,20.25,17.85,11.5,16.68,10.01,13.61,12.75,24.36,16.18,17.81,10.22,9.19,17.36,17.06,18.28,13.88,8.4,14.99,19.03,17.61,16.08,6.89,15.87,10.12,25.99,19.31,3.16,31.79,5.52,39.51,8.61,4.29,13.16,26.47,23.17,17.62,18.8,3.73,7.77,4.78,3.39,6.03
2016/4/19,10.77,8.75,13.32,21.8,18.05,11.64,16.8,10.05,13.73,13.43,24.34,16.12,17.9,10.22,9.2,17.44,17.11,18.56,13.98,8.46,15.09,19.1,17.76,16.12,6.96,15.87,10.19,26.19,19.39,3.16,31.93,5.52,39.48,8.65,4.29,13.31,26.64,23.12,17.74,18.91,3.72,7.85,4.78,3.38,5.99
2016/4/20,10.52,8.38,12.85,20.07,17.27,11.13,16.19,9.72,13.45,13.29,24.32,15.5,17.96,10.21,9.32,17.22,17.33,17.41,13.49,8.32,15.26,18.94,17.74,15.99,6.79,15.88,10.3,25.2,19.06,3.14,32.21,5.52,39.14,8.51,4.29,12.94,27.41,23.12,17.58,18.41,3.69,7.72,4.7,3.36,5.89
2016/4/21,10.51,8.28,12.57,19.36,17.1,10.92,16.07,9.54,13.41,13.08,24.23,15.35,18.12,10.13,9.3,16.89,17.69,16.88,13.18,8.13,15.36,18.46,17.26,15.94,6.64,16.05,10.19,24.27,18.78,3.11,32.22,5.44,39.1,8.4,4.3,12.53,27.56,22.42,17.81,18.05,3.67,7.58,4.69,3.34,5.89
2016/4/22,10.55,8.31,12.58,19.38,17.19,11.21,16.27,9.63,13.48,12.74,24.44,15.44,18.24,10.14,9.4,17.04,17.87,17.14,13.41,8.16,15.41,18.56,17.33,16.05,6.64,16.13,10.23,24.73,18.91,3.13,32.42,5.44,39.53,8.44,4.28,12.61,27.65,22.24,18.21,18.29,3.67,7.6,4.7,3.35,5.91
